código,nome do território,ano,concelhos apurados,concelhos por apurar,total de concelhos,freguesias apuradas,freguesias por apurar,total de freguesias,consulados apurados,consulados por apurar,total de consulados,inscritos,votos,% votos,brancos,% brancos,nulos,% nulos,mandatos,mandatos por atribuir,opção 1,votos 1,% votos1,mandatos 1,opção 2,votos 2,% votos2,mandatos 2,opção 3,votos 3,% votos3,mandatos 3,opção 4,votos 4,% votos4,mandatos 4,opção 5,votos 5,% votos5,mandatos 5,opção 6,votos 6,% votos6,mandatos 6,opção 7,votos 7,% votos7,mandatos 7,opção 8,votos 8,% votos8,mandatos 8,opção 9,votos 9,% votos9,mandatos 9,opção 10,votos 10,% votos10,mandatos 10,opção 11,votos 11,% votos11,mandatos 11,opção 12,votos 12,% votos12,mandatos 12,opção 13,votos 13,% votos13,mandatos 13,opção 14,votos 14,% votos14,mandatos 14,opção 15,votos 15,% votos15,mandatos 15,opção 16,votos 16,% votos16,mandatos 16,opção 17,votos 17,% votos17,mandatos 17,opção 18,votos 18,% votos18,mandatos 18,opção 19,votos 19,% votos19,mandatos 19,opção 20,votos 20,% votos20,mandatos 20
91313,Palhais,2024,,,,1,0,1,,,,179,93,51.96,4,4.3,0,0,,,ADN,4,4.3,,B.E.,3,3.23,,CH,9,9.68,,E,0,0,,IL,1,1.08,,,,,,L,0,0,,MPT.A,1,1.08,,,,,,ND,1,1.08,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,42,45.16,,,,,,PS,28,30.11,,,,,,R.I.R.,0,0,,VP,0,0,
91314,Póvoa do Concelho,2024,,,,1,0,1,,,,280,168,60,1,0.6,7,4.17,,,ADN,12,7.14,,B.E.,0,0,,CH,22,13.1,,E,0,0,,IL,1,0.6,,,,,,L,1,0.6,,MPT.A,0,0,,,,,,ND,2,1.19,,PAN,1,0.6,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,84,50,,,,,,PS,36,21.43,,,,,,R.I.R.,1,0.6,,VP,0,0,
91315,Reboleiro,2024,,,,1,0,1,,,,200,117,58.5,2,1.71,3,2.56,,,ADN,3,2.56,,B.E.,2,1.71,,CH,13,11.11,,E,1,0.85,,IL,1,0.85,,,,,,L,2,1.71,,MPT.A,0,0,,,,,,ND,1,0.85,,PAN,1,0.85,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,54,46.15,,,,,,PS,34,29.06,,,,,,R.I.R.,0,0,,VP,0,0,
91316,Rio de Mel,2024,,,,1,0,1,,,,243,177,72.84,3,1.69,2,1.13,,,ADN,12,6.78,,B.E.,3,1.69,,CH,26,14.69,,E,1,0.56,,IL,3,1.69,,,,,,L,2,1.13,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,65,36.72,,,,,,PS,60,33.9,,,,,,R.I.R.,0,0,,VP,0,0,
91321,Tamanhos,2024,,,,1,0,1,,,,208,130,62.5,0,0,1,0.77,,,ADN,3,2.31,,B.E.,3,2.31,,CH,18,13.85,,E,1,0.77,,IL,1,0.77,,,,,,L,2,1.54,,MPT.A,2,1.54,,,,,,ND,1,0.77,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,46,35.38,,,,,,PS,52,40,,,,,,R.I.R.,0,0,,VP,0,0,
91325,Valdujo,2024,,,,1,0,1,,,,166,84,50.6,0,0,1,1.19,,,ADN,0,0,,B.E.,1,1.19,,CH,8,9.52,,E,1,1.19,,IL,1,1.19,,,,,,L,0,0,,MPT.A,0,0,,,,,,ND,0,0,,PAN,1,1.19,,PCP-PEV,5,5.95,,,,,,,,,,PPD/PSD.CDS-PP.PPM,28,33.33,,,,,,PS,38,45.24,,,,,,R.I.R.,0,0,,VP,0,0,
91330,Freches e Torres,2024,,,,1,0,1,,,,501,293,58.48,3,1.02,7,2.39,,,ADN,9,3.07,,B.E.,2,0.68,,CH,60,20.48,,E,1,0.34,,IL,1,0.34,,,,,,L,7,2.39,,MPT.A,1,0.34,,,,,,ND,2,0.68,,PAN,0,0,,PCP-PEV,7,2.39,,,,,,,,,,PPD/PSD.CDS-PP.PPM,95,32.42,,,,,,PS,98,33.45,,,,,,R.I.R.,0,0,,VP,0,0,
91331,Torre do Terrenho Sebadelhe da Serra e Terrenho,2024,,,,1,0,1,,,,423,238,56.26,3,1.26,2,0.84,,,ADN,12,5.04,,B.E.,6,2.52,,CH,53,22.27,,E,0,0,,IL,2,0.84,,,,,,L,1,0.42,,MPT.A,1,0.42,,,,,,ND,2,0.84,,PAN,3,1.26,,PCP-PEV,6,2.52,,,,,,,,,,PPD/PSD.CDS-PP.PPM,90,37.82,,,,,,PS,56,23.53,,,,,,R.I.R.,0,0,,VP,1,0.42,
91332,Trancoso (São Pedro e Santa Maria) e Souto Maior,2024,,,,1,0,1,,,,2980,1918,64.36,22,1.15,19,0.99,,,ADN,37,1.93,,B.E.,67,3.49,,CH,390,20.33,,E,1,0.05,,IL,44,2.29,,,,,,L,17,0.89,,MPT.A,0,0,,,,,,ND,8,0.42,,PAN,20,1.04,,PCP-PEV,17,0.89,,,,,,,,,,PPD/PSD.CDS-PP.PPM,710,37.02,,,,,,PS,559,29.14,,,,,,R.I.R.,3,0.16,,VP,4,0.21,
91333,Vale do Seixo e Vila Garcia,2024,,,,1,0,1,,,,230,124,53.91,1,0.81,0,0,,,ADN,2,1.61,,B.E.,2,1.61,,CH,23,18.55,,E,2,1.61,,IL,1,0.81,,,,,,L,1,0.81,,MPT.A,0,0,,,,,,ND,0,0,,PAN,3,2.42,,PCP-PEV,1,0.81,,,,,,,,,,PPD/PSD.CDS-PP.PPM,44,35.48,,,,,,PS,43,34.68,,,,,,R.I.R.,1,0.81,,VP,0,0,
91334,Vila Franca das Naves e Feital,2024,,,,1,0,1,,,,854,511,59.84,9,1.76,6,1.17,,,ADN,10,1.96,,B.E.,6,1.17,,CH,91,17.81,,E,0,0,,IL,7,1.37,,,,,,L,5,0.98,,MPT.A,1,0.2,,,,,,ND,3,0.59,,PAN,1,0.2,,PCP-PEV,6,1.17,,,,,,,,,,PPD/PSD.CDS-PP.PPM,209,40.9,,,,,,PS,154,30.14,,,,,,R.I.R.,3,0.59,,VP,0,0,
91335,Vilares e Carnicães,2024,,,,1,0,1,,,,308,187,60.71,4,2.14,3,1.6,,,ADN,3,1.6,,B.E.,10,5.35,,CH,17,9.09,,E,0,0,,IL,1,0.53,,,,,,L,2,1.07,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,2,1.07,,,,,,,,,,PPD/PSD.CDS-PP.PPM,70,37.43,,,,,,PS,74,39.57,,,,,,R.I.R.,1,0.53,,VP,0,0,
91401,Almendra,2024,,,,1,0,1,,,,358,150,41.9,2,1.33,2,1.33,,,ADN,5,3.33,,B.E.,3,2,,CH,29,19.33,,E,0,0,,IL,1,0.67,,,,,,L,1,0.67,,MPT.A,0,0,,,,,,ND,1,0.67,,PAN,0,0,,PCP-PEV,3,2,,,,,,,,,,PPD/PSD.CDS-PP.PPM,42,28,,,,,,PS,61,40.67,,,,,,R.I.R.,0,0,,VP,0,0,
91402,Castelo Melhor,2024,,,,1,0,1,,,,235,101,42.98,0,0,4,3.96,,,ADN,3,2.97,,B.E.,1,0.99,,CH,10,9.9,,E,0,0,,IL,2,1.98,,,,,,L,0,0,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,42,41.58,,,,,,PS,38,37.62,,,,,,R.I.R.,1,0.99,,VP,0,0,
91403,Cedovim,2024,,,,1,0,1,,,,280,160,57.14,3,1.88,2,1.25,,,ADN,3,1.88,,B.E.,2,1.25,,CH,37,23.13,,E,1,0.63,,IL,5,3.13,,,,,,L,1,0.63,,MPT.A,2,1.25,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,2,1.25,,,,,,,,,,PPD/PSD.CDS-PP.PPM,48,30,,,,,,PS,52,32.5,,,,,,R.I.R.,2,1.25,,VP,0,0,
91404,Chãs,2024,,,,1,0,1,,,,261,138,52.87,2,1.45,2,1.45,,,ADN,1,0.72,,B.E.,0,0,,CH,29,21.01,,E,0,0,,IL,0,0,,,,,,L,1,0.72,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,57,41.3,,,,,,PS,46,33.33,,,,,,R.I.R.,0,0,,VP,0,0,
91405,Custóias,2024,,,,1,0,1,,,,221,93,42.08,2,2.15,3,3.23,,,ADN,2,2.15,,B.E.,1,1.08,,CH,9,9.68,,E,0,0,,IL,1,1.08,,,,,,L,0,0,,MPT.A,0,0,,,,,,ND,1,1.08,,PAN,0,0,,PCP-PEV,1,1.08,,,,,,,,,,PPD/PSD.CDS-PP.PPM,47,50.54,,,,,,PS,26,27.96,,,,,,R.I.R.,0,0,,VP,0,0,
91407,Horta,2024,,,,1,0,1,,,,223,99,44.39,3,3.03,2,2.02,,,ADN,1,1.01,,B.E.,2,2.02,,CH,13,13.13,,E,0,0,,IL,0,0,,,,,,L,0,0,,MPT.A,0,0,,,,,,ND,1,1.01,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,36,36.36,,,,,,PS,37,37.37,,,,,,R.I.R.,4,4.04,,VP,0,0,
91410,Muxagata,2024,,,,1,0,1,,,,293,171,58.36,5,2.92,6,3.51,,,ADN,4,2.34,,B.E.,3,1.75,,CH,33,19.3,,E,0,0,,IL,2,1.17,,,,,,L,2,1.17,,MPT.A,0,0,,,,,,ND,1,0.58,,PAN,1,0.58,,PCP-PEV,3,1.75,,,,,,,,,,PPD/PSD.CDS-PP.PPM,53,30.99,,,,,,PS,58,33.92,,,,,,R.I.R.,0,0,,VP,0,0,
91411,Numão,2024,,,,1,0,1,,,,248,145,58.47,4,2.76,1,0.69,,,ADN,2,1.38,,B.E.,1,0.69,,CH,22,15.17,,E,0,0,,IL,0,0,,,,,,L,1,0.69,,MPT.A,0,0,,,,,,ND,0,0,,PAN,3,2.07,,PCP-PEV,1,0.69,,,,,,,,,,PPD/PSD.CDS-PP.PPM,55,37.93,,,,,,PS,53,36.55,,,,,,R.I.R.,2,1.38,,VP,0,0,
91412,Santa Comba,2024,,,,1,0,1,,,,267,88,32.96,2,2.27,2,2.27,,,ADN,4,4.55,,B.E.,0,0,,CH,9,10.23,,E,0,0,,IL,1,1.14,,,,,,L,0,0,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,41,46.59,,,,,,PS,29,32.95,,,,,,R.I.R.,0,0,,VP,0,0,
91414,Sebadelhe,2024,,,,1,0,1,,,,252,149,59.13,2,1.34,2,1.34,,,ADN,4,2.68,,B.E.,3,2.01,,CH,19,12.75,,E,1,0.67,,IL,4,2.68,,,,,,L,0,0,,MPT.A,0,0,,,,,,ND,2,1.34,,PAN,1,0.67,,PCP-PEV,0,0,,,,,,,,,,PPD/PSD.CDS-PP.PPM,52,34.9,,,,,,PS,59,39.6,,,,,,R.I.R.,0,0,,VP,0,0,
91415,Seixas,2024,,,,1,0,1,,,,277,145,52.35,2,1.38,2,1.38,,,ADN,3,2.07,,B.E.,1,0.69,,CH,30,20.69,,E,1,0.69,,IL,1,0.69,,,,,,L,1,0.69,,MPT.A,0,0,,,,,,ND,1,0.69,,PAN,0,0,,PCP-PEV,1,0.69,,,,,,,,,,PPD/PSD.CDS-PP.PPM,59,40.69,,,,,,PS,42,28.97,,,,,,R.I.R.,1,0.69,,VP,0,0,
91416,Touça,2024,,,,1,0,1,,,,213,102,47.89,4,3.92,3,2.94,,,ADN,1,0.98,,B.E.,1,0.98,,CH,26,25.49,,E,0,0,,IL,5,4.9,,,,,,L,1,0.98,,MPT.A,0,0,,,,,,ND,1,0.98,,PAN,0,0,,PCP-PEV,2,1.96,,,,,,,,,,PPD/PSD.CDS-PP.PPM,31,30.39,,,,,,PS,26,25.49,,,,,,R.I.R.,1,0.98,,VP,0,0,
91418,Freixo de Numão,2024,,,,1,0,1,,,,512,280,54.69,3,1.07,8,2.86,,,ADN,9,3.21,,B.E.,8,2.86,,CH,31,11.07,,E,1,0.36,,IL,7,2.5,,,,,,L,1,0.36,,MPT.A,0,0,,,,,,ND,2,0.71,,PAN,6,2.14,,PCP-PEV,3,1.07,,,,,,,,,,PPD/PSD.CDS-PP.PPM,86,30.71,,,,,,PS,110,39.29,,,,,,R.I.R.,5,1.79,,VP,0,0,
91419,Vila Nova de Foz Côa,2024,,,,1,0,1,,,,3096,1743,56.3,24,1.38,17,0.98,,,ADN,21,1.2,,B.E.,33,1.89,,CH,355,20.37,,E,3,0.17,,IL,39,2.24,,,,,,L,17,0.98,,MPT.A,1,0.06,,,,,,ND,5,0.29,,PAN,17,0.98,,PCP-PEV,57,3.27,,,,,,,,,,PPD/PSD.CDS-PP.PPM,563,32.3,,,,,,PS,586,33.62,,,,,,R.I.R.,3,0.17,,VP,2,0.11,
100102,Alfeizerão,2024,,,,1,0,1,,,,3230,1959,60.65,27,1.38,33,1.68,,,ADN,37,1.89,,B.E.,73,3.73,,CH,402,20.52,,E,1,0.05,,IL,73,3.73,,,,,,L,31,1.58,,MPT.A,3,0.15,,,,,,ND,5,0.26,,PAN,35,1.79,,PCP-PEV,30,1.53,,,,,,,,,,PPD/PSD.CDS-PP.PPM,785,40.07,,,,,,PS,412,21.03,,,,,,R.I.R.,4,0.2,,VP,8,0.41,
100104,Bárrio,2024,,,,1,0,1,,,,1309,882,67.38,19,2.15,21,2.38,,,ADN,12,1.36,,B.E.,36,4.08,,CH,154,17.46,,E,1,0.11,,IL,47,5.33,,,,,,L,16,1.81,,MPT.A,0,0,,,,,,ND,2,0.23,,PAN,11,1.25,,PCP-PEV,31,3.51,,,,,,,,,,PPD/PSD.CDS-PP.PPM,250,28.34,,,,,,PS,281,31.86,,,,,,R.I.R.,1,0.11,,VP,0,0,
100105,Benedita,2024,,,,1,0,1,,,,7363,5434,73.8,55,1.01,67,1.23,,,ADN,100,1.84,,B.E.,172,3.17,,CH,996,18.33,,E,6,0.11,,IL,436,8.02,,,,,,L,134,2.47,,MPT.A,25,0.46,,,,,,ND,17,0.31,,PAN,74,1.36,,PCP-PEV,45,0.83,,,,,,,,,,PPD/PSD.CDS-PP.PPM,2427,44.66,,,,,,PS,864,15.9,,,,,,R.I.R.,12,0.22,,VP,4,0.07,
100106,Cela,2024,,,,1,0,1,,,,2762,1816,65.75,27,1.49,48,2.64,,,ADN,29,1.6,,B.E.,65,3.58,,CH,337,18.56,,E,8,0.44,,IL,86,4.74,,,,,,L,48,2.64,,MPT.A,2,0.11,,,,,,ND,2,0.11,,PAN,24,1.32,,PCP-PEV,34,1.87,,,,,,,,,,PPD/PSD.CDS-PP.PPM,675,37.17,,,,,,PS,420,23.13,,,,,,R.I.R.,8,0.44,,VP,3,0.17,
100108,Évora de Alcobaça,2024,,,,1,0,1,,,,3706,2715,73.26,46,1.69,50,1.84,,,ADN,62,2.28,,B.E.,92,3.39,,CH,478,17.61,,E,3,0.11,,IL,111,4.09,,,,,,L,40,1.47,,MPT.A,3,0.11,,,,,,ND,8,0.29,,PAN,27,0.99,,PCP-PEV,42,1.55,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1120,41.25,,,,,,PS,612,22.54,,,,,,R.I.R.,13,0.48,,VP,8,0.29,
100109,Maiorga,2024,,,,1,0,1,,,,1628,1080,66.34,21,1.94,18,1.67,,,ADN,12,1.11,,B.E.,57,5.28,,CH,197,18.24,,E,1,0.09,,IL,42,3.89,,,,,,L,29,2.69,,MPT.A,0,0,,,,,,ND,2,0.19,,PAN,14,1.3,,PCP-PEV,49,4.54,,,,,,,,,,PPD/PSD.CDS-PP.PPM,251,23.24,,,,,,PS,382,35.37,,,,,,R.I.R.,5,0.46,,VP,0,0,
100112,São Martinho do Porto,2024,,,,1,0,1,,,,2857,1766,61.81,25,1.42,19,1.08,,,ADN,28,1.59,,B.E.,75,4.25,,CH,340,19.25,,E,5,0.28,,IL,139,7.87,,,,,,L,47,2.66,,MPT.A,1,0.06,,,,,,ND,3,0.17,,PAN,30,1.7,,PCP-PEV,32,1.81,,,,,,,,,,PPD/PSD.CDS-PP.PPM,569,32.22,,,,,,PS,446,25.25,,,,,,R.I.R.,5,0.28,,VP,2,0.11,
100114,Turquel,2024,,,,1,0,1,,,,3848,2772,72.04,31,1.12,49,1.77,,,ADN,68,2.45,,B.E.,75,2.71,,CH,655,23.63,,E,6,0.22,,IL,149,5.38,,,,,,L,43,1.55,,MPT.A,5,0.18,,,,,,ND,12,0.43,,PAN,29,1.05,,PCP-PEV,20,0.72,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1251,45.13,,,,,,PS,357,12.88,,,,,,R.I.R.,17,0.61,,VP,5,0.18,
100116,Vimeiro,2024,,,,1,0,1,,,,1568,1145,73.02,7,0.61,16,1.4,,,ADN,24,2.1,,B.E.,12,1.05,,CH,229,20,,E,1,0.09,,IL,46,4.02,,,,,,L,9,0.79,,MPT.A,1,0.09,,,,,,ND,1,0.09,,PAN,7,0.61,,PCP-PEV,15,1.31,,,,,,,,,,PPD/PSD.CDS-PP.PPM,645,56.33,,,,,,PS,127,11.09,,,,,,R.I.R.,3,0.26,,VP,2,0.17,
100120,Aljubarrota,2024,,,,1,0,1,,,,5658,3768,66.6,65,1.73,71,1.88,,,ADN,65,1.73,,B.E.,157,4.17,,CH,821,21.79,,E,7,0.19,,IL,229,6.08,,,,,,L,83,2.2,,MPT.A,3,0.08,,,,,,ND,12,0.32,,PAN,43,1.14,,PCP-PEV,76,2.02,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1225,32.51,,,,,,PS,890,23.62,,,,,,R.I.R.,13,0.35,,VP,8,0.21,
100121,Alcobaça e Vestiaria,2024,,,,1,0,1,,,,6157,4135,67.16,67,1.62,55,1.33,,,ADN,45,1.09,,B.E.,166,4.01,,CH,660,15.96,,E,7,0.17,,IL,276,6.67,,,,,,L,148,3.58,,MPT.A,4,0.1,,,,,,ND,13,0.31,,PAN,54,1.31,,PCP-PEV,116,2.81,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1453,35.14,,,,,,PS,1051,25.42,,,,,,R.I.R.,11,0.27,,VP,9,0.22,
100122,Coz Alpedriz e Montes,2024,,,,1,0,1,,,,2666,1788,67.07,48,2.68,35,1.96,,,ADN,32,1.79,,B.E.,95,5.31,,CH,324,18.12,,E,4,0.22,,IL,73,4.08,,,,,,L,28,1.57,,MPT.A,2,0.11,,,,,,ND,4,0.22,,PAN,30,1.68,,PCP-PEV,50,2.8,,,,,,,,,,PPD/PSD.CDS-PP.PPM,447,25,,,,,,PS,601,33.61,,,,,,R.I.R.,14,0.78,,VP,1,0.06,
100123,Pataias e Martingança,2024,,,,1,0,1,,,,6056,4154,68.59,57,1.37,49,1.18,,,ADN,55,1.32,,B.E.,196,4.72,,CH,840,20.22,,E,8,0.19,,IL,220,5.3,,,,,,L,126,3.03,,MPT.A,2,0.05,,,,,,ND,10,0.24,,PAN,84,2.02,,PCP-PEV,141,3.39,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1086,26.14,,,,,,PS,1259,30.31,,,,,,R.I.R.,20,0.48,,VP,1,0.02,
100201,Almoster,2024,,,,1,0,1,,,,527,325,61.67,1,0.31,4,1.23,,,ADN,4,1.23,,B.E.,3,0.92,,CH,50,15.38,,E,0,0,,IL,4,1.23,,,,,,L,1,0.31,,MPT.A,0,0,,,,,,ND,1,0.31,,PAN,6,1.85,,PCP-PEV,2,0.62,,,,,,,,,,PPD/PSD.CDS-PP.PPM,189,58.15,,,,,,PS,60,18.46,,,,,,R.I.R.,0,0,,VP,0,0,
100204,Maçãs de Dona Maria,2024,,,,1,0,1,,,,1405,898,63.91,10,1.11,15,1.67,,,ADN,20,2.23,,B.E.,15,1.67,,CH,159,17.71,,E,0,0,,IL,13,1.45,,,,,,L,7,0.78,,MPT.A,2,0.22,,,,,,ND,3,0.33,,PAN,8,0.89,,PCP-PEV,6,0.67,,,,,,,,,,PPD/PSD.CDS-PP.PPM,486,54.12,,,,,,PS,152,16.93,,,,,,R.I.R.,1,0.11,,VP,1,0.11,
100205,Pelmá,2024,,,,1,0,1,,,,680,354,52.06,4,1.13,2,0.56,,,ADN,5,1.41,,B.E.,2,0.56,,CH,91,25.71,,E,0,0,,IL,4,1.13,,,,,,L,5,1.41,,MPT.A,0,0,,,,,,ND,1,0.28,,PAN,2,0.56,,PCP-PEV,2,0.56,,,,,,,,,,PPD/PSD.CDS-PP.PPM,182,51.41,,,,,,PS,52,14.69,,,,,,R.I.R.,1,0.28,,VP,1,0.28,
100208,Alvaiázere,2024,,,,1,0,1,,,,1582,1056,66.75,13,1.23,10,0.95,,,ADN,20,1.89,,B.E.,19,1.8,,CH,235,22.25,,E,0,0,,IL,38,3.6,,,,,,L,12,1.14,,MPT.A,1,0.09,,,,,,ND,1,0.09,,PAN,19,1.8,,PCP-PEV,10,0.95,,,,,,,,,,PPD/PSD.CDS-PP.PPM,493,46.69,,,,,,PS,179,16.95,,,,,,R.I.R.,4,0.38,,VP,2,0.19,
100209,Pussos São Pedro,2024,,,,1,0,1,,,,1547,1056,68.26,12,1.14,13,1.23,,,ADN,19,1.8,,B.E.,20,1.89,,CH,234,22.16,,E,0,0,,IL,14,1.33,,,,,,L,17,1.61,,MPT.A,1,0.09,,,,,,ND,4,0.38,,PAN,18,1.7,,PCP-PEV,11,1.04,,,,,,,,,,PPD/PSD.CDS-PP.PPM,515,48.77,,,,,,PS,175,16.57,,,,,,R.I.R.,1,0.09,,VP,2,0.19,
100301,Alvorge,2024,,,,1,0,1,,,,933,607,65.06,7,1.15,6,0.99,,,ADN,16,2.64,,B.E.,13,2.14,,CH,112,18.45,,E,2,0.33,,IL,20,3.29,,,,,,L,16,2.64,,MPT.A,1,0.16,,,,,,ND,3,0.49,,PAN,9,1.48,,PCP-PEV,5,0.82,,,,,,,,,,PPD/PSD.CDS-PP.PPM,222,36.57,,,,,,PS,169,27.84,,,,,,R.I.R.,6,0.99,,VP,0,0,
100303,Avelar,2024,,,,1,0,1,,,,1821,1196,65.68,25,2.09,19,1.59,,,ADN,15,1.25,,B.E.,50,4.18,,CH,221,18.48,,E,2,0.17,,IL,41,3.43,,,,,,L,24,2.01,,MPT.A,1,0.08,,,,,,ND,1,0.08,,PAN,18,1.51,,PCP-PEV,12,1,,,,,,,,,,PPD/PSD.CDS-PP.PPM,425,35.54,,,,,,PS,337,28.18,,,,,,R.I.R.,5,0.42,,VP,0,0,
100304,Chão de Couce,2024,,,,1,0,1,,,,1626,1034,63.59,12,1.16,17,1.64,,,ADN,22,2.13,,B.E.,28,2.71,,CH,162,15.67,,E,0,0,,IL,26,2.51,,,,,,L,17,1.64,,MPT.A,1,0.1,,,,,,ND,2,0.19,,PAN,11,1.06,,PCP-PEV,13,1.26,,,,,,,,,,PPD/PSD.CDS-PP.PPM,478,46.23,,,,,,PS,238,23.02,,,,,,R.I.R.,2,0.19,,VP,5,0.48,
100306,Pousaflores,2024,,,,1,0,1,,,,804,550,68.41,8,1.45,12,2.18,,,ADN,7,1.27,,B.E.,7,1.27,,CH,111,20.18,,E,0,0,,IL,8,1.45,,,,,,L,12,2.18,,MPT.A,0,0,,,,,,ND,1,0.18,,PAN,3,0.55,,PCP-PEV,4,0.73,,,,,,,,,,PPD/PSD.CDS-PP.PPM,253,46,,,,,,PS,119,21.64,,,,,,R.I.R.,3,0.55,,VP,2,0.36,
100307,Santiago da Guarda,2024,,,,1,0,1,,,,2604,1657,63.63,11,0.66,17,1.03,,,ADN,34,2.05,,B.E.,33,1.99,,CH,295,17.8,,E,2,0.12,,IL,50,3.02,,,,,,L,31,1.87,,MPT.A,3,0.18,,,,,,ND,2,0.12,,PAN,11,0.66,,PCP-PEV,10,0.6,,,,,,,,,,PPD/PSD.CDS-PP.PPM,891,53.77,,,,,,PS,258,15.57,,,,,,R.I.R.,6,0.36,,VP,3,0.18,
100309,Ansião,2024,,,,1,0,1,,,,3209,2247,70.02,39,1.74,30,1.34,,,ADN,44,1.96,,B.E.,69,3.07,,CH,387,17.22,,E,1,0.04,,IL,97,4.32,,,,,,L,41,1.82,,MPT.A,2,0.09,,,,,,ND,4,0.18,,PAN,30,1.34,,PCP-PEV,41,1.82,,,,,,,,,,PPD/PSD.CDS-PP.PPM,886,39.43,,,,,,PS,563,25.06,,,,,,R.I.R.,10,0.45,,VP,3,0.13,
100401,Batalha,2024,,,,1,0,1,,,,7529,5291,70.27,91,1.72,69,1.3,,,ADN,98,1.85,,B.E.,198,3.74,,CH,1090,20.6,,E,1,0.02,,IL,385,7.28,,,,,,L,116,2.19,,MPT.A,5,0.09,,,,,,ND,17,0.32,,PAN,79,1.49,,PCP-PEV,89,1.68,,,,,,,,,,PPD/PSD.CDS-PP.PPM,2118,40.03,,,,,,PS,895,16.92,,,,,,R.I.R.,24,0.45,,VP,16,0.3,
100402,Reguengo do Fetal,2024,,,,1,0,1,,,,1890,1312,69.42,23,1.75,18,1.37,,,ADN,21,1.6,,B.E.,32,2.44,,CH,247,18.83,,E,0,0,,IL,74,5.64,,,,,,L,37,2.82,,MPT.A,2,0.15,,,,,,ND,3,0.23,,PAN,11,0.84,,PCP-PEV,10,0.76,,,,,,,,,,PPD/PSD.CDS-PP.PPM,538,41.01,,,,,,PS,281,21.42,,,,,,R.I.R.,12,0.91,,VP,3,0.23,
100403,São Mamede,2024,,,,1,0,1,,,,3172,2267,71.47,30,1.32,38,1.68,,,ADN,49,2.16,,B.E.,57,2.51,,CH,594,26.2,,E,3,0.13,,IL,90,3.97,,,,,,L,28,1.24,,MPT.A,1,0.04,,,,,,ND,8,0.35,,PAN,26,1.15,,PCP-PEV,16,0.71,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1093,48.21,,,,,,PS,219,9.66,,,,,,R.I.R.,6,0.26,,VP,9,0.4,
100404,Golpilheira,2024,,,,1,0,1,,,,1321,983,74.41,23,2.34,10,1.02,,,ADN,15,1.53,,B.E.,28,2.85,,CH,167,16.99,,E,1,0.1,,IL,66,6.71,,,,,,L,30,3.05,,MPT.A,1,0.1,,,,,,ND,1,0.1,,PAN,8,0.81,,PCP-PEV,5,0.51,,,,,,,,,,PPD/PSD.CDS-PP.PPM,449,45.68,,,,,,PS,174,17.7,,,,,,R.I.R.,2,0.2,,VP,3,0.31,
100502,Carvalhal,2024,,,,1,0,1,,,,2215,1466,66.19,34,2.32,20,1.36,,,ADN,18,1.23,,B.E.,50,3.41,,CH,288,19.65,,E,2,0.14,,IL,57,3.89,,,,,,L,20,1.36,,MPT.A,1,0.07,,,,,,ND,5,0.34,,PAN,22,1.5,,PCP-PEV,34,2.32,,,,,,,,,,PPD/PSD.CDS-PP.PPM,498,33.97,,,,,,PS,408,27.83,,,,,,R.I.R.,5,0.34,,VP,4,0.27,
100503,Roliça,2024,,,,1,0,1,,,,2260,1525,67.48,28,1.84,22,1.44,,,ADN,19,1.25,,B.E.,61,4,,CH,340,22.3,,E,1,0.07,,IL,71,4.66,,,,,,L,31,2.03,,MPT.A,1,0.07,,,,,,ND,8,0.52,,PAN,15,0.98,,PCP-PEV,80,5.25,,,,,,,,,,PPD/PSD.CDS-PP.PPM,460,30.16,,,,,,PS,382,25.05,,,,,,R.I.R.,5,0.33,,VP,1,0.07,
